doi,volume,year,source,position,name,orcid,oa_author_id,institutions,countries,name_norm
10.5281/zenodo.18193776,41,2025,openalex,first,Alfonso A. Guijarro-Rodríguez,,https://openalex.org/A5122552155,University of Guayaquil,EC,Alfonso A. Guijarro-Rodríguez
10.5281/zenodo.18209831,41,2025,openalex,first,Isaías Rafael Sandoya Vargas,,https://openalex.org/A5122728110,Universidad Bolivariana del Ecuador,EC,Isaías Rafael Sandoya Vargas
10.5281/zenodo.18209841,41,2025,openalex,first,Luis Dominguez,,https://openalex.org/A5122723198,Universidad Estatal de Bolívar|Bolivarian University of Venezuela,EC|VE,Luis Dominguez
10.5281/zenodo.18215326,42,2026,openalex,first,Takaaki Fujita,,https://openalex.org/A5122749570,,,Takaaki Fujita
10.5281/zenodo.17042113,40,2025,openalex,first,"Leyva Vázquez, Maikel Y.",,,University of Guayaquil,EC,"Leyva Vázquez, Maikel Y."
10.5281/zenodo.17042133,40,2025,openalex,first,"Fujita1, Takaaki",,,Pathfinder International,US,"Fujita1, Takaaki"
10.5281/zenodo.17042139,40,2025,openalex,first,"Fujita, Takaaki",,,,,"Fujita, Takaaki"
10.5281/zenodo.17049898,40,2025,openalex,first,"Ramírez Guzmán, Amalia Gabriela",,,University of Guayaquil,EC,"Ramírez Guzmán, Amalia Gabriela"
10.5281/zenodo.17050674,40,2025,openalex,first,"Quiroz-Martinez, Miguel-Angel",,,Politecnica Salesiana University,EC,"Quiroz-Martinez, Miguel-Angel"
10.5281/zenodo.17082318,40,2025,openalex,first,"Grace Thomas, Diana",,,Saveetha University,IN,"Grace Thomas, Diana"
10.5281/zenodo.17082593,40,2025,openalex,first,"Bravo Palaquibay, Fernando Geovany",,,Politecnica Salesiana University,EC,"Bravo Palaquibay, Fernando Geovany"
10.5281/zenodo.17139433,40,2025,openalex,first,"Ruff, Claudio",,,Universidad Bernardo O'Higgins,CL,"Ruff, Claudio"
10.5281/zenodo.17102951,40,2025,openalex,first,"Zambrano Vega, Jail Iván",,,Bolivarian University of Venezuela,VE,"Zambrano Vega, Jail Iván"
10.5281/zenodo.17139236,40,2025,openalex,first,"Palacios Zurita, Alexander",,,Universidad Estatal de Bolívar|Bolivarian University of Venezuela|Universidad Andina Simón Bolívar,EC|VE,"Palacios Zurita, Alexander"
10.5281/zenodo.17109782,40,2025,openalex,first,"Noel, Batista Hernández",,,Universidad Bolivariana del Ecuador,EC,"Noel, Batista Hernández"
10.5281/zenodo.17110077,40,2025,openalex,first,"Espinoza Jaramillo, Rosa Mercedes",,,Universidad Bolivariana del Ecuador,EC,"Espinoza Jaramillo, Rosa Mercedes"
10.5281/zenodo.17110356,40,2025,openalex,first,"Quiroz-Martinez, Miguel-Angel",,,Politecnica Salesiana University,EC,"Quiroz-Martinez, Miguel-Angel"
10.5281/zenodo.17139071,40,2025,openalex,first,"Quiroz-Martínez, Miguel-Angel",,,Politecnica Salesiana University,EC,"Quiroz-Martínez, Miguel-Angel"
10.5281/zenodo.17138990,40,2025,openalex,first,"Gómez-Ríos, Monica",,,Politecnica Salesiana University,EC,"Gómez-Ríos, Monica"
10.5281/zenodo.17138409,40,2025,openalex,first,"Castro-Arias, Santiago",,,Politecnica Salesiana University,EC,"Castro-Arias, Santiago"
10.5281/zenodo.17138391,40,2025,openalex,first,"Gómez-Ríos, Mónica",,,Politecnica Salesiana University,EC,"Gómez-Ríos, Mónica"
10.5281/zenodo.17148781,40,2025,openalex,first,"Hechavarría-Hernández, Jesús Rafael",,,Universidad de Ciencias Medicas,CR,"Hechavarría-Hernández, Jesús Rafael"
10.5281/zenodo.17149463,40,2025,openalex,first,"Arguello-Arguello, Marco",,,Universidad Bolivariana del Ecuador,EC,"Arguello-Arguello, Marco"
10.5281/zenodo.17149495,40,2025,openalex,first,"Parrales-Bravo, Franklin",,,Universidad Bolivariana del Ecuador,EC,"Parrales-Bravo, Franklin"
10.5281/zenodo.17149557,40,2025,openalex,first,"Parrales-Bravo, Franklin",,,Universidad Bolivariana del Ecuador,EC,"Parrales-Bravo, Franklin"
10.5281/zenodo.17156462,40,2025,openalex,first,"Silvers Briones, Matilde Briggitte",,,University of Guayaquil,EC,"Silvers Briones, Matilde Briggitte"
10.5281/zenodo.17156903,40,2025,openalex,first,"Gonzalez Vargas, Msc. Yismandry",,,Latin American School of Medicine,CU,"Gonzalez Vargas, Msc. Yismandry"
10.5281/zenodo.17156903,40,2025,openalex,last,"Padrón Carrasco, Lic. Diana",,,Latin American School of Medicine,CU,"Padrón Carrasco, Lic. Diana"
10.5281/zenodo.17204304,40,2025,openalex,first,"Palacios Zurita, Wladimir Alexander",,,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,EC,"Palacios Zurita, Wladimir Alexander"
10.5281/zenodo.17204311,40,2025,openalex,first,"Castillo Román, Manuel José",,,Universidad Bolivariana del Ecuador,EC,"Castillo Román, Manuel José"
10.5281/zenodo.17220665,40,2025,openalex,first,"Montaleza Quizhpe, Iván Patricio",,,Universidad Estatal de Bolívar,EC,"Montaleza Quizhpe, Iván Patricio"
10.5281/zenodo.17220671,40,2025,openalex,first,"González Arias, Johanna Mariuxi",,,Bolivarian University of Venezuela,VE,"González Arias, Johanna Mariuxi"
10.5281/zenodo.17220686,40,2025,openalex,first,"Varela Lozano, Víctor",,,"""Hadji Dimitar"" Hospital|Universidad Bolivariana del Ecuador",BG,"Varela Lozano, Víctor"
10.5281/zenodo.17220695,40,2025,openalex,first,"Parra Tauriz, Ely Stefanie",,,Bolivarian University of Venezuela,VE,"Parra Tauriz, Ely Stefanie"
10.5281/zenodo.17220701,40,2025,openalex,first,"Gómez Rios, Mónica-Daniela",,,Politecnica Salesiana University,EC,"Gómez Rios, Mónica-Daniela"
10.54216/IJNS.150203,39,2025,openalex,first,Florentín Smarandache,0000-0002-5560-5926,https://openalex.org/A5012703845,,,Florentín Smarandache
10.5281/zenodo.16891994,39,2025,datacite,first,"Ramírez Guerra, Darvin Manuel",0000-0002-0309-9582,,,,"Ramírez Guerra, Darvin Manuel"
10.5281/zenodo.16891994,39,2025,datacite,last,"Gordo Gómez, Yusleidy Marlie",0000-0002-0621-841X,,,,"Gordo Gómez, Yusleidy Marlie"
10.5281/zenodo.16908087,39,2025,datacite,first,"Pérez Teruel, Karina",,,,,"Pérez Teruel, Karina"
10.5281/zenodo.16908109,39,2025,datacite,first,"Puebla Martínez, Manuel Enrique",,,,,"Puebla Martínez, Manuel Enrique"
10.5281/zenodo.16908125,39,2025,datacite,first,"Díaz Riverón, Natalia del Carmen",,,,,"Díaz Riverón, Natalia del Carmen"
10.5281/zenodo.16908153,39,2025,datacite,first,"Leyva Vázquez, Maikel Y.",,,,,"Leyva Vázquez, Maikel Y."
10.5281/zenodo.16908157,39,2025,datacite,first,"Guadalupe Magaña, Morena",,,,,"Guadalupe Magaña, Morena"
10.5281/zenodo.16908136,39,2025,datacite,first,"Leyva Vázquez, Maikel Y.",,,,,"Leyva Vázquez, Maikel Y."
10.5281/zenodo.16916926,39,2025,openalex,first,"Hernández Junco, Varna",,,Universidad Técnica de Ambato,EC,"Hernández Junco, Varna"
10.5281/zenodo.16916945,39,2025,openalex,first,"Lema Balla1, José Roberto",,,Universidad Regional Autónoma de Los Andes,EC,"Lema Balla1, José Roberto"
10.5281/zenodo.16916955,39,2025,openalex,first,"Jordán Fiallos, Diana Lorena",,,Universidad Regional Autónoma de Los Andes,EC,"Jordán Fiallos, Diana Lorena"
10.5281/zenodo.16916968,39,2025,openalex,first,"Troya Terranova, Katherine Tatiana",,,Universidad Regional Autónoma de Los Andes,EC,"Troya Terranova, Katherine Tatiana"
10.5281/zenodo.16916982,39,2025,openalex,first,"Mariscal Rosado, Zoila Mirella",,,Universidad Regional Autónoma de Los Andes,EC,"Mariscal Rosado, Zoila Mirella"
10.5281/zenodo.16916997,39,2025,openalex,first,"Escobar Escobar, Danny Alexander",,,Universidad Regional Autónoma de Los Andes,EC,"Escobar Escobar, Danny Alexander"
10.5281/zenodo.16917012,39,2025,openalex,first,"León Rodríguez, Iván Xavier",,,Universidad Regional Autónoma de Los Andes,EC,"León Rodríguez, Iván Xavier"
10.5281/zenodo.16917021,39,2025,openalex,first,"Granja Huacon, Segundo Heriberto",,,Universidad Regional Autónoma de Los Andes,EC,"Granja Huacon, Segundo Heriberto"
10.5281/zenodo.16917029,39,2025,openalex,first,"Pino Andrade, Edmundo Enrique",,,Universidad Regional Autónoma de Los Andes,EC,"Pino Andrade, Edmundo Enrique"
10.5281/zenodo.16917049,39,2025,openalex,first,"Fiallos Sánchez, Johanna Elizabeth",,,Universidad Regional Autónoma de Los Andes,EC,"Fiallos Sánchez, Johanna Elizabeth"
10.5281/zenodo.16917070,39,2025,openalex,first,"Jordán Naranjo, Genaro Vinicio",,,Universidad Regional Autónoma de Los Andes,EC,"Jordán Naranjo, Genaro Vinicio"
10.5281/zenodo.16917082,39,2025,openalex,first,"Robinson Jay, Fidel",,,Universidad de Guantánamo,CU,"Robinson Jay, Fidel"
10.5281/zenodo.16917108,39,2025,openalex,first,"Ramos Villacís, Ruth Alexandra",,,Universidad Regional Autónoma de Los Andes,EC,"Ramos Villacís, Ruth Alexandra"
10.5281/zenodo.16917124,39,2025,openalex,first,"Viscaino Naranjo, Fausto Alberto",,,Universidad Regional Autónoma de Los Andes,EC,"Viscaino Naranjo, Fausto Alberto"
10.5281/zenodo.16922979,39,2025,openalex,first,"Gonzalez Vargas, Msc. Yismandry",,,University of Holguín,CU,"Gonzalez Vargas, Msc. Yismandry"
10.5281/zenodo.16922979,39,2025,openalex,last,"Padrón Carrasco, Lic. Diana",,,Universidad de Ciego de Ávila,CU,"Padrón Carrasco, Lic. Diana"
10.5281/zenodo.16924107,39,2025,openalex,first,"Ortiz-Zambrano, Mirella C.",,,University of Guayaquil,EC,"Ortiz-Zambrano, Mirella C."
10.5281/zenodo.16929882,39,2025,openalex,first,"Daher Nader, Jorge",,,,,"Daher Nader, Jorge"
10.5281/zenodo.16930934,39,2025,openalex,first,"Quiroz-Martinez, Miguel-Angel",,,Politecnica Salesiana University,EC,"Quiroz-Martinez, Miguel-Angel"
10.5281/zenodo.16930955,39,2025,openalex,first,"Hernández Junco, Varna",,,Universidad Técnica de Ambato,EC,"Hernández Junco, Varna"
10.5281/zenodo.16930964,39,2025,openalex,first,"Fujita, Takaaki",,,Shinjuku College of Information Technology,JP,"Fujita, Takaaki"
10.5281/zenodo.16930978,39,2025,openalex,first,"Fujita, Takaaki",,,Pathfinder International,US,"Fujita, Takaaki"
10.5281/zenodo.16931455,39,2025,openalex,first,"Guijarro-Rodríguez, Alfonso A.",,,University of Guayaquil,EC,"Guijarro-Rodríguez, Alfonso A."
10.5281/zenodo.16931811,39,2025,openalex,first,"Cedeño-Rodríguez, Juan Carlos",,,University of Guayaquil,EC,"Cedeño-Rodríguez, Juan Carlos"
10.5281/zenodo.15633027,38,2025,openalex,first,Florentin Smarandache,,,,,Florentin Smarandache
10.5281/zenodo.15548105,38,2025,openalex,first,Cristian Fernando Benavides Salazar,,,,,Cristian Fernando Benavides Salazar
10.5281/zenodo.15548105,38,2025,openalex,middle,Meylin Caballero Peña,,,,,Meylin Caballero Peña
10.5281/zenodo.15548105,38,2025,openalex,middle,Génesis Solange Delgado Angamarca,,,,,Génesis Solange Delgado Angamarca
10.5281/zenodo.15548105,38,2025,openalex,last,Ned Vito Quevedo Arnaiz,,,,,Ned Vito Quevedo Arnaiz
10.5281/zenodo.15554037,38,2025,openalex,first,Pablo Roberto Castillo Rueda,,,,,Pablo Roberto Castillo Rueda
10.5281/zenodo.15554037,38,2025,openalex,middle,Cristian Fernando Benavides Salazar,,,,,Cristian Fernando Benavides Salazar
10.5281/zenodo.15554037,38,2025,openalex,middle,Lenny Cecilia Campaña Muñoz,,,,,Lenny Cecilia Campaña Muñoz
10.5281/zenodo.15554037,38,2025,openalex,last,Angie Fernanda Farias Mejía,,,,,Angie Fernanda Farias Mejía
10.5281/zenodo.15554366,38,2025,openalex,first,Bradley Jessid Enríquez Chapi,,,,,Bradley Jessid Enríquez Chapi
10.5281/zenodo.15554366,38,2025,openalex,middle,Carmen Marina Méndez Cabrita,,,,,Carmen Marina Méndez Cabrita
10.5281/zenodo.15554366,38,2025,openalex,middle,Roberth Alexander Anama Tiracá,,,,,Roberth Alexander Anama Tiracá
10.5281/zenodo.15554366,38,2025,openalex,last,Marcelo Raúl Dávila Castillo,,,,,Marcelo Raúl Dávila Castillo
10.5281/zenodo.15576877,38,2025,openalex,first,Camila Concepción Villarreal Hernández,,,,,Camila Concepción Villarreal Hernández
10.5281/zenodo.15576877,38,2025,openalex,middle,Carmen Marina Méndez Cabrita,,,,,Carmen Marina Méndez Cabrita
10.5281/zenodo.15576877,38,2025,openalex,middle,Milena Elizabeth Álvarez Tapia,,,,,Milena Elizabeth Álvarez Tapia
10.5281/zenodo.15576877,38,2025,openalex,last,Jessica Johana Santander Moreno,,,,,Jessica Johana Santander Moreno
10.5281/zenodo.15577042,38,2025,openalex,first,Diana Sofía Mora Lora,,,,,Diana Sofía Mora Lora
10.5281/zenodo.15577042,38,2025,openalex,middle,Carmen Marina Méndez Cabrita,,,,,Carmen Marina Méndez Cabrita
10.5281/zenodo.15577042,38,2025,openalex,middle,Karina Nataly Laguna Delgado,,,,,Karina Nataly Laguna Delgado
10.5281/zenodo.15577042,38,2025,openalex,last,Jairo Mauricio Puetate Paucar,,,,,Jairo Mauricio Puetate Paucar
10.5281/zenodo.15633268,38,2025,openalex,first,Florentin Smarandache,,,,,Florentin Smarandache
10.5281/zenodo.15635779,38,2025,openalex,first,Daniel Alejandro Herrera Aguilar,,,,,Daniel Alejandro Herrera Aguilar
10.5281/zenodo.15635779,38,2025,openalex,middle,Carmen Marina Méndez Cabrita,,,,,Carmen Marina Méndez Cabrita
10.5281/zenodo.15635779,38,2025,openalex,middle,Paolo Farid Chapi Álvarez,,,,,Paolo Farid Chapi Álvarez
10.5281/zenodo.15635779,38,2025,openalex,last,Pablo Alejando Herrera Herrera,,,,,Pablo Alejando Herrera Herrera
10.5281/zenodo.15580290,38,2025,openalex,first,Mayeli Cristina Guerrero Montenegro,,,,,Mayeli Cristina Guerrero Montenegro
10.5281/zenodo.15580290,38,2025,openalex,middle,Carmen Marina Méndez Cabrita,,,,,Carmen Marina Méndez Cabrita
10.5281/zenodo.15580290,38,2025,openalex,middle,Kerlhy Lizbeth Malte Puetate,,,,,Kerlhy Lizbeth Malte Puetate
10.5281/zenodo.15580290,38,2025,openalex,last,Mayerly Salomé Pozo Mera,,,,,Mayerly Salomé Pozo Mera
10.5281/zenodo.15580305,38,2025,openalex,first,Marco Patricio Villa Zura,,,,,Marco Patricio Villa Zura
10.5281/zenodo.15580305,38,2025,openalex,middle,José Ignacio Cruz Arboleda,,,,,José Ignacio Cruz Arboleda
10.5281/zenodo.15580305,38,2025,openalex,last,Josué Ramón Limaico Mina,,,,,Josué Ramón Limaico Mina
10.5281/zenodo.15588206,38,2025,openalex,first,Josía Jeseff Isea Arguelles,,,,,Josía Jeseff Isea Arguelles
10.5281/zenodo.15588206,38,2025,openalex,middle,Gustavo Adolfo Alvarez Gómez,,,,,Gustavo Adolfo Alvarez Gómez
10.5281/zenodo.15588206,38,2025,openalex,middle,María Elena Infante Miranda,,,,,María Elena Infante Miranda
10.5281/zenodo.15588206,38,2025,openalex,last,Ariel José Romero Fernández,,,,,Ariel José Romero Fernández
10.5281/zenodo.15588232,38,2025,openalex,first,Andrea Poleth Mites Tulcanaza,,,,,Andrea Poleth Mites Tulcanaza
10.5281/zenodo.15588232,38,2025,openalex,middle,Cristian Danilo Revelo Montenegro,,,,,Cristian Danilo Revelo Montenegro
10.5281/zenodo.15588232,38,2025,openalex,middle,Carmen Marina Méndez Cabrita,,,,,Carmen Marina Méndez Cabrita
10.5281/zenodo.15588232,38,2025,openalex,last,Josía Jeseff Isea Argüelles,,,,,Josía Jeseff Isea Argüelles
10.5281/zenodo.15588252,38,2025,openalex,first,Roberth Alexander Anama Tiracá,,,,,Roberth Alexander Anama Tiracá
10.5281/zenodo.15588252,38,2025,openalex,middle,Carmen Marina Méndez Cabrita,,,,,Carmen Marina Méndez Cabrita
10.5281/zenodo.15588252,38,2025,openalex,middle,Carlos Javier Lizcano Chapeta,,,,,Carlos Javier Lizcano Chapeta
10.5281/zenodo.15588252,38,2025,openalex,last,María Elena Infante Miranda,,,,,María Elena Infante Miranda
10.5281/zenodo.15588278,38,2025,openalex,first,Pablo David Portilla Obando,,,,,Pablo David Portilla Obando
10.5281/zenodo.15588278,38,2025,openalex,middle,Carmen Marina Méndez Cabrita,,,,,Carmen Marina Méndez Cabrita
10.5281/zenodo.15588278,38,2025,openalex,middle,Diego Fernando Coka Flores,,,,,Diego Fernando Coka Flores
10.5281/zenodo.15588278,38,2025,openalex,last,Karina Nataly Laguna Delgado,,,,,Karina Nataly Laguna Delgado
10.5281/zenodo.15588337,38,2025,openalex,first,María Elena Infante Miranda,,,,,María Elena Infante Miranda
10.5281/zenodo.15588337,38,2025,openalex,middle,Santiago Mateo Carrera Vásquez,,,,,Santiago Mateo Carrera Vásquez
10.5281/zenodo.15588337,38,2025,openalex,last,Kevin Efraín Cruz Enríquez,,,,,Kevin Efraín Cruz Enríquez
10.5281/zenodo.15588379,38,2025,openalex,first,Carlos Ramiro Hurtado Lomas,,,,,Carlos Ramiro Hurtado Lomas
