doi,volume,year,title_local,authors_local,pdf_url,openalex_id,title_oa,cited_by_count,n_authors,is_oa,type,publication_date,countries,institutions
10.5281/zenodo.18330231,42,2026,La inteligencia artificial como herramienta tecnodidáctica para mejorar la producción de textos escritos en los estudiantes de octavo año de básica superior,"Checa Infante Evelyn Esthefani, Pomaina Guamán María Alejandra, Roger Martínez Isaac",https://fs.unm.edu/NCML/11-178-204InteligenciaArtificialHerramientaTecnodidactica.pdf,https://openalex.org/W7125155048,La inteligencia artificial como herramienta tecnodidáctica para mejorar la producción de textos escritos en los estudiantes de octavo año de básica superior,0,1,True,article,2026-01-21,P|PT|T,Portuguese School of Bank Management
10.5281/zenodo.18331786,42,2026,Modelo Predictivo Neutrosófico-Logístico para la Identificación de Alteraciones Visuales optométricas en Contextos de Alta Incertidumbre Clínica,"Yismandry Gonzalez Vargas, Diana Padrón Carrasco",https://fs.unm.edu/NCML/12-205-217ModeloPredictivo%20NeutrosoficoLogistico.pdf,https://openalex.org/W7125266974,Neutrosophic-Logistic Predictive Model for the Identification of Optometric Visual Alterations in Contexts of High Clinical Uncertainty,0,2,True,article,2026-01-22,C|CU|U,Universidad de Ciego de Ávila|University of Holguín
10.5281/zenodo.18344126,42,2026,"Las curvas, superficies y geometrías de Smarandache como marcos en geometría diferencial y matemáticas fundamentales",Maykel Yelandy Leyva Vázquez,https://fs.unm.edu/NCML/13-218-241CurvasSuperficiesGeometrias%20Smarandache.pdf,https://openalex.org/W7125482334,"Las curvas, superficies y geometrías de Smarandache como marcos en geometría diferencial y matemáticas fundamentales",0,1,True,article,2026-01-23,C|E|EC,University of Guayaquil
10.5281/zenodo.18354703,42,2026,Framework Neutrosófico AHP-TOPSIS asistido por una Cadena de Expertos para la toma de decisiones estratégicas de Transformación Digital en Instituciones de Educación Superior,Guillermo Fernando Barreto Aimacaña,https://fs.unm.edu/NCML/14-242-245FrameworkNeutrosoficoAHPTOPSIS%20TransformacionDigital.pdf,https://openalex.org/W7125483607,Framework Neutrosófico AHP–TOPSIS asistido por una Cadena de Expertos para la toma de decisiones estratégicas de Transformación Digital en Instituciones de Educación Superior,0,1,True,article,2026-01-23,EC,Universidad Bolivariana del Ecuador
10.5281/zenodo.18905639,42,2026,Detección Y Prevención De Vínculos Indebidos Entre Proveedores Y Funcionarios Evaluadores En Los Procesos De Contratación Pública Del Ecuador,"Castro Barrera Jean Carlos, Ramírez Lara Alexis Adrián, Glen Freddy Robayo Cabrera, Willian Paul Aviles Quiñonez",https://fs.unm.edu/NCML/15-246-258DeteccionPrevencionVinculosIndebidesProveedores.pdf,https://openalex.org/W7134141923,Detección Y Prevención De Vínculos Indebidos Entre Proveedores Y Funcionarios Evaluadores En Los Procesos De Contratación Pública Del Ecuador.,0,4,True,article,2026-03-08,B|BG|C|E|EC|G,"""Hadji Dimitar"" Hospital|Universidad Bolivariana del Ecuador|Universidad Estatal de Bolívar"
10.5281/zenodo.18932284,42,2026,Arquitectura institucional para optimizar planificación de adquisiciones públicas en el GAD Salcedo,"Jenny Natalia Cortez Gavilanez, Jose Leonidas Changoluisa Changoluisa, Willian Paul Aviles Quiñonez, Noel Batista Hernandez",https://fs.unm.edu/NCML/16-259-268ArquitecturaInstitucionalOptimizarPlanificacion.pdf,https://openalex.org/W7134840031,Arquitectura institucional para optimizar planificación de adquisiciones públicas en el GAD Salcedo,0,1,True,article,2026-03-10,EC,Universidad Bolivariana del Ecuador
10.5281/zenodo.18932300,42,2026,"Evaluación de la eficiencia del Plan Anual de Contratación en el Gobierno Autónomo Descentralizado de Salcedo, Cotopaxi","Javier Antonio Rubio Toaza, Andrea Lizeth Corrales Molina, Willian Paul Aviles Quiñonez, Noel Batista Hernandez",https://fs.unm.edu/NCML/17-269-281EvaluacionEficienciaPlanAnualContratacion.pdf,https://openalex.org/W7134816187,"Evaluación de la eficiencia del Plan Anual de Contratación en el Gobierno Autónomo Descentralizado de Salcedo, Cotopaxi",0,1,True,article,2026-03-10,EC,Universidad Bolivariana del Ecuador
10.5281/zenodo.18932322,42,2026,Impacto de los Agentes de Inteligencia Artificial en las Aplicaciones del Siglo XXI y su Influencia en el Desempeño y la Utilidad,"Dalton Andrés Pazmiño Pérez, Christian Miguel Muñoz Carrasco",https://fs.unm.edu/NCML/18-282-296ImpactoAgentesInteligenciaArtificialAplicaciones.pdf,https://openalex.org/W7134809440,Impacto de los Agentes de Inteligencia Artificial en las Aplicaciones del Siglo XXI y su Influencia en el Desempeño y la Utilidad,0,1,True,article,2026-03-10,C|E|EC,Universidad Estatal de Bolívar|University of Guayaquil
10.5281/zenodo.18905720,42,2026,"Análisis de viabilidad financiera de proyectos innovadores de diversificación productiva en comunidades rurales de Jipijapa, Manabí, mediante NAHP","Cruz Veronica Ponce Alvarez, Mora Pin Marcela Elizabeth",https://fs.unm.edu/NCML/19-297-314AnalisisViabilidadFinancieraProyectosInnovadores.pdf,https://openalex.org/W7134176003,"Análisis de viabilidad financiera de proyectos innovadores de diver-sificación productiva en comunidades rurales de Jipijapa, Manabí, mediante NAHP.",0,2,True,article,2026-03-08,C|E|EC,Universidad Estatal del Sur de Manabi
10.5281/zenodo.18215326,42,2026,Enhanced Concepts and Methods for Representing Real-Life Logical Correctness in Fuzzy Frameworks,"Home NCML (Neutrosophic Computing and Machine Learning) - revista internacional Descargar numeros y articulos de la revista internacional NCML Download issues and articles of the NCML international journal Neutrosophic Computing and Machine Learning, Vol. 42, 2026 Takaaki Fujita, Volkan Duran, Ajoy Kanti Das, Suman Das, Arif Mehmood, Talal Al-Hawary, Arkan A. Ghaib, Sankar Prasad Mondal, Mithun Datta",https://fs.unm.edu/NCML/20-315-327ModeloGobernanzaDigitalAgroturismoInteligente.pdf,https://openalex.org/W7122586221,Enhanced Concepts and Methods for Representing Real-Life Logical Correctness in Fuzzy Frameworks,0,1,True,article,2026-01-11,,
10.5281/zenodo.18991384,42,2026,"Análisis del Cumplimiento de Obligaciones Contables en Negocios Populares: Evidencia Empírica de la Parroquia San Lorenzo, Jipijapa","Ginger Elizabeth Salazar Pin, Monica Virginia Choez Pérez",https://fs.unm.edu/NCML/21-328-347AnalisisCumplimientoObligacionesContables.pdf,https://openalex.org/W7135093984,"Análisis del Cumplimiento de Obligaciones Contables en Negocios Populares: Evidencia Empírica de la Parroquia San Lorenzo, Jipijapa.",0,2,True,article,2026-03-12,C|E|EC,Universidad Estatal del Sur de Manabi
10.5281/zenodo.18991653,42,2026,Percepción de la Programación Financiera y su Influencia en la Sostenibilidad Económica de GAD Parroquiales: Caso La Unión,"Gloria Pascuala Chiquito Tigua, Suying Nicoll Yagual Jaime",https://fs.unm.edu/NCML/22-348-365PercepcionProgramacionFinancieraSostenibilidad.pdf,https://openalex.org/W7135102517,Percepción de la Programación Financiera y su Influencia en la Sostenibilidad Económica de GAD Parroquiales: Caso La Unión,0,2,True,article,2026-03-12,C|E|EC,Universidad Estatal del Sur de Manabi
10.5281/zenodo.19075590,42,2026,Formulación y Validación de Hipótesis Plitogénicas Neutrosóficas para la Predicción de Eficiencia en Subasta Inversa Electrónica tras Reformas Ley Contratación Pública Ecuador,"Elio Jorge Fischer Romero, Bryan Andres Romero Vaca, Willian Paul Aviles Quiñonez, Glen Freddy Robayo Cabrera",https://fs.unm.edu/NCML/23-366-377FormulacionValidacionHipotesisPlitogenicas.pdf,https://openalex.org/W7138262011,Formulación y Validación de Hipótesis Plitogénicas Neutrosóficas para la Predicción de Eficiencia en Subasta Inversa Electrónica tras Re-formas Ley Contratación Pública Ecuador.,0,1,True,article,2026-03-17,C|E|EC,Universidad Bolivariana del Ecuador|Universidad Estatal de Bolívar
10.5281/zenodo.19078554,42,2026,Sistema de Selección de Estrategias de Recuperación ante Desastres (SS‑ERD): AHP-TOPSIS y SVNS con Cadena de Expertos para Continuidad del Negocio,"Maico Alexander Almeida Almeida, Laura Eledina Gutierrez Merchan",https://fs.unm.edu/NCML/24-378-386SistemaSeleccionEstrategiasRecuperacionDesastres2.pdf,https://openalex.org/W7138849582,Sistema de Selección de Estrategias de Recuperación ante Desastres (SS‑ERD): AHP– TOPSIS y SVNS con Cadena de Expertos para Continuidad del Negocio,0,1,True,article,2026-03-17,C|E|EC,Universidad Estatal de Bolívar|University of Guayaquil
10.5281/zenodo.19078832,42,2026,Marco Neutrosófico AHP-TOPSIS Para El Diseño De Estrategias De Ciberdefensa Empresarial Basadas En Controles Críticos De La ISO/IEC 27001: Un Enfoque De Cadena De Expertos,Janner Steeven Guagua Alcivar,https://fs.unm.edu/NCML/25-387-394MarcoNeutrosoficoAHPTOPSISCiberdefensa.pdf,https://openalex.org/W7138895086,Marco Neutrosófico Ahp-Topsis Para El Diseño De Estrategias De Ciberdefensa Empresarial Basadas En Controles Críticos De La Iso/Iec 27001: Un Enfoque De Cadena De Expertos,0,1,True,article,2026-03-18,EC,Universidad Bolivariana del Ecuador
10.5281/zenodo.19080256,42,2026,Selección Neutrosófica de Modelos de Lenguaje (LLM) para la Automatización de Centros de Operaciones de Seguridad (SOC),Guaranga Naranjo Lady Nicole,https://fs.unm.edu/NCML/26-395-401SeleccionNeutrosoficoModelosLenguajeLLM.pdf,https://openalex.org/W7138930328,Selección Neutrosófica de Modelos de Lenguaje (LLM) para la Automatización de Centros de Operaciones de Seguridad (SOC),0,1,True,article,2026-03-18,C|CO|E|O|V|VE,Bolivarian University of Venezuela|Universidad Pontificia Bolivariana
10.5281/zenodo.19080474,42,2026,Selección de un Modelo de Gobernanza de Datos Presupuestarios mediante los Métodos AHP y TOPSIS. Caso del GAD Municipal de Francisco de Orellana,"Cabrera Frias Vilma Monserrat, Calapucha Grefa Lesly Estefany, Calderón García Teresa Abigail, Serrano Vargas Rebeca Estefanía",https://fs.unm.edu/NCML/27-402-411SeleccionModeloGobernanzaDatosPresupuestarios.pdf,https://openalex.org/W7138939206,Selección de un Modelo de Gobernanza de Datos Presupuestarios mediante los Métodos AHP y TOPSIS. Caso del GAD Municipal de Francisco de Orellana.,0,1,True,article,2026-03-18,C|E|EC,Central University of Ecuador
10.5281/zenodo.17247347,41,2025,"Iterative MultiFuzzy Set, Iterative MultiNeutrosophic Set, Iterative Multisoft set, and MultiPlithogenic Sets","Takaaki Fujita, Arif Mehmood",https://fs.unm.edu/NCML/1-1-30IterativeMultiFuzzySetIterativeMultiNeutrosophic.pdf,https://openalex.org/W7084414583,"Iterative MultiFuzzy Set, Iterative MultiNeutrosophic Set, Iterative Multisoft set, and MultiPlithogenic Sets",0,1,True,article,2025-10-02,,
10.5281/zenodo.17247940,41,2025,Atención A Educandos Con Bajos Resultados En El Aprendizaje: Desafío Para El Desempeño Profesional Docente,"Araíz Maturell Aguilera, Niurka Velázquez Fombellida",https://fs.unm.edu/NCML/2-31-36Atenci%C3%B3neducandosbajos%20resultados.pdf,https://openalex.org/W7084393569,Atención A Educandos Con Bajos Resultados En El Aprendizaje: Desafío Para El Desempeño Profesional Docente,0,1,True,article,2025-10-02,C|CU|U,University of Holguín
10.5281/zenodo.17254692,41,2025,Gestión de riesgos en emprendimientos minoristas agro comerciales en Manabí mediante AHP-TOPSIS,Rosa Cristina Giler Zambrano,https://fs.unm.edu/NCML/../../NCML.41.SI.2026/3-37-45Gesti%C3%B3nriesgosemprendimientosminoristas.pdf,https://openalex.org/W7084612302,Gestión de riesgos en emprendimientos minoristas agro comerciales en Manabí mediante AHP–TOPSIS,0,1,True,article,2025-10-03,C|E|EC,Universidad Estatal de Bolívar
10.5281/zenodo.17254700,41,2025,Fuzzy Tolerance Hypergraphs and Fuzzy Tolerance Superhypergraphs,"Takaaki Fujita, Arif Mehmood",https://fs.unm.edu/NCML/4-46-70FuzzyToleranceHypergraphsFuzzyToleranceSuperHypergraphs%20%281%29.pdf,https://openalex.org/W7084587984,Fuzzy Tolerance Hypergraphs and Fuzzy Tolerance Superhypergraphs,0,1,True,article,2025-10-03,,
10.5281/zenodo.17263068,41,2025,Análisis de Estrategias de Mitigación de Riesgos en el Sector Retail. Aplicación de Métodos AHP y TOPSIS,"Jonathan Vera Macias, Fernando Eduardo Alvarado Véliz, Marco Antonio Arguello Arguello",https://fs.unm.edu/NCML/5-71-78An%C3%A1lisis%20EstrategiasMitigaciRiesgos.pdf,https://openalex.org/W7084576051,An´alisis de Estrategias de Mitigaci´on de Riesgos en el Sector Retail. Aplicacio´n de M´etodos AHP y TOPSIS,0,1,True,article,2025-10-04,E|V|VE,Bolivarian University of Venezuela
10.5281/zenodo.17373916,41,2025,Análisis Neutrosófico de las Conductas Disruptivas en Niños de 6 a 8 Años y su Impacto en el Rendimiento Académico: Aplicación del Método de Hipótesis Plitogénica,"María Leonor Atiencie Gutiérrez, Natalia Elizabeth Lojano Patiño, Erika Gabriela Alava Jimènez, Cindy Gabriela Ortega Garcia",https://fs.unm.edu/NCML/6-79-98conductasdisruptivasni%C3%B1os.pdf,https://openalex.org/W7092299808,Análisis Neutrosófico de las Conductas Disruptivas en Niños de 6 a 8 Años y su Impacto en el Rendimiento Académico: Aplicación del Método de Hipótesis Plitogénica.,0,1,True,article,2025-10-17,C|E|EC,University of Guayaquil
10.5281/zenodo.17374286,41,2025,Fomento de la Comprensión Lectora en Cuarto Grado desde la Psicología Neutrosófica en Plataformas Digitales,"Byron Leonardo Sarango Ramos, Yadyra de la Caridad Piñera Concepción, Wilber Ortiz Aguilar, Roger Martinez Isaac",https://fs.unm.edu/NCML/7-99-112FomentoComprensi%C3%B3nLectora.pdf,https://openalex.org/W7092283777,Fomento de la Comprensión Lectora en Cuarto Grado desde la Psicología Neutrosófica en Plata-formas Digitales,0,1,True,article,2025-10-17,E|ES|S,Departamento de Educación
10.5281/zenodo.17402872,41,2025,La Neutrosofía en la Inteligencia Artificial: Avances y Aplicaciones,"Dr. Florentin Smarandache, Dr. Maikel Leyva-Vázquez, Dr. Mohamed Abdel-Basset",https://fs.unm.edu/NCML/8-113-125LaNeutrosof%C3%ADaInteligenciaArtificial.pdf,https://openalex.org/W7093076132,La Neutrosofía en la Inteligencia Artificial: Avances y Aplicaciones.,0,1,True,article,2025-10-21,M|MX|X,Universidad Autónoma de Nuevo León
10.5281/zenodo.17459985,41,2025,Análisis del Riesgo Crediticio de Entidades Financieras Ecuatorianas: Un Enfoque Descriptivo y Predictivo Integrado con Machine Learning y Business Intelligence,"Johanna Maribel Pando Farez, Paola Dayanara Ramírez Carrión",https://fs.unm.edu/NCML/9-126-142An%C3%A1lisisRiesgoCrediticioEntidadesFinancierasEcuatorianas.pdf,https://openalex.org/W7101442386,Análisis del Riesgo Crediticio de Entidades Financieras Ecuatorianas: Un Enfoque Descriptivo y Predictivo Integrado con Machine Learning y Business Intelligence.,0,1,True,article,2025-10-27,C|E|EC,Universidad Estatal de Bolívar
10.5281/zenodo.17586126,41,2025,Actor Hypernetworks and Urban Road Hypernetworks with Real-life Applications,"Takaaki Fujita, Arif Mehmood",https://fs.unm.edu/NCML/10-143-171ActorHypernetworksurbanHypernetworks.pdf,https://openalex.org/W7105542369,Actor Hypernetworks and Urban Road Hypernetworks with Real-life Applications,0,1,True,article,2025-11-12,,
10.5281/zenodo.17586150,41,2025,Análisis de datos para identificar patrones operativos una terminal portuaria de Guayaquil: Estudio de caso (2024-2025),"Victor Varela Lozano, Pedro Rodríguez Jarama",https://fs.unm.edu/NCML/11-172-190An%C3%A1lisisdatosidentificarpatrones.pdf,https://openalex.org/W7105545630,Análisis de datos para identificar patrones operativos una terminal portuaria de Guayaquil: Estudio de caso (2024–2025).,0,1,True,article,2025-11-12,EC,Universidad Bolivariana del Ecuador
10.5281/zenodo.17586163,41,2025,Formalizing Contextual Truth Flips: Upside-Down Logic and Its Variants,"Takaaki Fujita, Arif Mehmood",https://fs.unm.edu/NCML/12-191-212FormalizingContextualTruthFlips.pdf,https://openalex.org/W7105587536,Formalizing Contextual Truth Flips: Upside-Down Logic and Its Variants,0,1,True,article,2025-11-12,,
10.5281/zenodo.17586185,41,2025,La integración de perspectivas contradictorias en la filosofía latinoamericana: Un enfoque MultiAlisista,"Maikel Leyva Vázquez, Florentin Smarandache",https://fs.unm.edu/NCML/13-213-220Laintegraci%C3%B3nperspectivascontradictorias.pdf,https://openalex.org/W7105513135,La integración de perspectivas contradictorias en la filosofía latinoamericana: Un enfoque MultiAlisista.,0,1,True,article,2025-11-12,C|E|EC,University of Guayaquil
10.5281/zenodo.17594161,41,2025,Innovación en servicios públicos digitales en el GAD Municipal del Cantón Sucre,"Paola Alexandra Almache Mullo, Juan Diego Herrera Ramos, Luis Carlos Mero Caicedo, Cristian Iván Proaño Suárez, Miryam Johanna Villarroel Ortiz",https://fs.unm.edu/NCML/14-221-232Innovaci%C3%B3nserviciosp%C3%BAblicosdigitales.pdf,,,,,,,,,
10.5281/zenodo.17594438,41,2025,Procesamiento de imágenes médicas mediante conjuntos neutrosóficos,"Msc. Yismandry Gonzalez Vargas, Lic. Diana Padrón Carrasco",https://fs.unm.edu/NCML/15-233-243Procesamientoim%C3%A1genesm%C3%A9dicas.pdf,,,,,,,,,
10.5281/zenodo.17613979,41,2025,Priorización de Soluciones Tecnológicas para la Transformación Digital del SERCOP mediante AHP-TOPSIS,"Andrés Villarreal Valencia, Jimmy Farinango Alquinga",https://fs.unm.edu/NCML/16-244-263Priorizaci%C3%B3nSolucionesTecnol%C3%B3gicasTransformaci%C3%B3n.pdf,https://openalex.org/W7105805768,Priorización de Soluciones Tecnológicas para la Transformación Digital del SERCOP mediante AHP–TOPSIS,0,1,True,article,2025-11-15,C|E|EC,Central University of Ecuador|Universidad Andina Simón Bolívar
10.5281/zenodo.17636297,41,2025,Implementación de una plataforma ciudadana digital para la gestión de trámites municipales en los cantones de la provincia de Esmeraldas,Natasha Jasmin Morillo Cabrera,https://fs.unm.edu/NCML/17-264-269Implementaci%C3%B3nplataformaciudadana%20digital.pdf,https://openalex.org/W7106028046,Implementación de una plataforma ciudadana digital para la gestión de trámites municipales en los cantones de la provincia de Esmeraldas.,0,1,True,article,2025-11-18,E|V|VE,Bolivarian University of Venezuela
10.5281/zenodo.17643966,41,2025,"Regresión múltiple para optimizar el aprovisionamiento hotelero: modelo con enfoque normativo, sostenible y digital","Ernesto Guilart Caisés, Ivis Taide González-Camejo, Leudis Orlando Vega de la Cruz, Lisbet Eunice Pérez Anzardo",https://fs.unm.edu/NCML/18-270-281Regresi%C3%B3nm%C3%BAltipleoptimizaraprovisionamientohotelero.pdf,https://openalex.org/W7105999629,"Regresión múltiple para optimizar el aprovisionamiento hotelero: modelo con enfoque normativo, sostenible y digital.",0,1,True,article,2025-11-18,C|CU|U,University of Holguín
10.5281/zenodo.17666223,41,2025,Modelo de gobernanza digital basado en métodos multicriterio AHP-TOPSIS: una estrategia para optimizar la eficiencia administrativa en el GAD Municipal de San Pedro de Pelileo,"Asanza Espinoza Janeth Del Carmen, José Daniel Oña Rodríguez, Dr. Maikel Leyva-Vázquez",https://fs.unm.edu/NCML/19-282-304Modelogobernanzadigitalbasadom%C3%A9todosmulticriterio.pdf,https://openalex.org/W7106296442,Modelo de gobernanza digital basado en métodos multicriterio AHP–TOPSIS: una estrategia para optimizar la eficiencia administrativa en el GAD Municipal de San Pedro de Pelileo.,0,1,True,article,2025-11-21,C|E|EC,University of Guayaquil
10.5281/zenodo.17666731,41,2025,Priorización de Proyectos de Transformación Digital en el GAD Latacunga: Un Modelo Híbrido AHP-TOPSIS Basado en Inteligencia Colectiva,"M. Rodriguez, A. Ugarte",https://fs.unm.edu/NCML/20-305-311Priorizaci%C3%B3nProyectosTransformaci%C3%B3nDigital.pdf,https://openalex.org/W7106209303,Priorización de Proyectos de Transformación Digital en el GAD Latacunga: Un Modelo Híbrido AHP-TOPSIS Basado en Inteligencia Colectiva,0,1,True,article,2025-11-21,E|V|VE,Bolivarian University of Venezuela
10.5281/zenodo.17694557,41,2025,"Aplicación de estrategias de gestión documental electrónica con técnicas multicriterio para historias clínicas del Centro de Salud Santa Rosa, Ambato","Lara Espinoza Ginger Marilu, Macías De Santis Zulay Annabel, Pincay Amen María Cristina, Quispe Cevallos Andrea Carolina, Zambrano López Gloria Annabelle",https://fs.unm.edu/NCML/21-312-332Aplicaci%C3%B3nestrategiasgesti%C3%B3nelectr%C3%B3nica.pdf,https://openalex.org/W7106528308,"Aplicación de estrategias de gestión documental electrónica con técnicas multicriterio para historias clínicas del Centro de Salud Santa Rosa, Ambato.",0,1,True,article,2025-11-24,C|E|EC,Universidad Estatal de Bolívar
10.5281/zenodo.17797086,41,2025,Aplicaciones de la Lógica y Conjuntos Neurotróficos en el Diagnóstico Médico,Dra. Sara Meneses Álvarez,https://fs.unm.edu/NCML/22-333-343AplicacionesL%C3%B3gicaConjuntosNeurotr%C3%B3ficoDiagn%C3%B3sticoM%C3%A9dico.pdf,https://openalex.org/W7108476679,Aplicaciones de la Lógica y Conjuntos Neutrosóficos en el Diagnóstico Médico.,0,1,True,article,2025-12-03,C|E|EC,Pontificia Universidad Católica del Ecuador
10.5281/zenodo.17874364,41,2025,Plitogenia y Filosofías Indígenas Latinoamericanas: Una Exploración Comparativa,"Florentin Smarandache, Maykel Yelandy Leyva Vázquez",https://fs.unm.edu/NCML/23-344-353Plitogenia_Filosof%C3%ADas_Ind%C3%ADgenas_ES.pdf,https://openalex.org/W7114798533,Plitogenia y Filosofías Indígenas Latinoamericanas: Una Exploración Comparativa.,0,1,True,article,2025-12-10,M|MX|X,Universidad Autónoma de Nuevo León
10.5281/zenodo.17970201,41,2025,Uso De Un Enfoque Híbrido Montecarlo-Neutrosófico Para Reducir Los Tiempos De Espera En La Atención Médica Rural,"Erick Alfredo Saa-Litardo, Lorenzo Cevallos-Torres",https://fs.unm.edu/NCML/24-354-362EnfoqueH%C3%ADbridoMontecarloNeutros%C3%B3ficoReducirTiempos.pdf,https://openalex.org/W7116069667,Uso De Un Enfoque Híbrido Montecarlo-Neutrosófico Para Reducir Los Tiempos De Espera En La Atención Médica Rural.,0,1,True,article,2025-12-18,C|E|EC|V|VE,Bolivarian University of Venezuela|Universidad Andina Simón Bolívar|Universidad Estatal de Bolívar
